Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8,address
Madison Parcel 10 Bldg C (Belvidere/Dalton East Offsite),Roxbury,2119.0,30,30,0,9.0,9.0,0.0,21,21,0.0,Rental,Private,,,
Madison Park III,Roxbury,2120.0,120,120,0,0.0,0.0,0.0,120,120,0.0,Rental,Private,,Y,"122 Dewitt Dr, Boston, MA 02120, United States"
Madison Park IV,Roxbury,2119.0,143,143,0,0.0,0.0,0.0,143,143,0.0,Rental,Private,,,"184 Dudley St #102, Boston, MA 02119, United States"
Main Street Townhouses,Charlestown,2129.0,26,0,26,16.0,0.0,16.0,10,0,10.0,Ownership,Private,,,"338 Main St, Boston, MA 02129, United States"
MainStay House,Charlestown,2129.0,14,14,0,0.0,0.0,0.0,14,14,0.0,Rental,Private,,,"29 Crafts St #260, Newton, MA 02458, United States"
Malone Apts (2-89C),Hyde Park,2136.0,102,102,0,0.0,0.0,0.0,102,102,0.0,Rental,Public,Y,,
Mandela Homes,Roxbury,2118.0,276,276,0,0.0,0.0,0.0,276,276,0.0,Rental,Private,,Y,"1855 Washington St, Boston, MA 02118, United States"
Manganello (VUP),East Boston,2128.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,
Maple Commons,Roxbury,2119.0,41,41,0,0.0,0.0,0.0,41,41,0.0,Rental,Private,,,"15 Maple St, Boston, MA 02121, United States"
Marcus Garvey Gardens,Roxbury,2119.0,161,161,0,0.0,0.0,0.0,161,161,0.0,Rental,Private,Y,Y,"Managers Office, 44 John Eliot Sq, Boston, MA 02119, United States"
Marksdale Gardens I&II,Roxbury,2121.0,178,178,0,0.0,0.0,0.0,178,178,0.0,Cooperative,Private,,Y,"95 Humboldt Ave # A, Dorchester, MA 02121, United States"
Marriro (VUP) CDFI,Roxbury,2121.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"The Schrafft Center, 529 Main St #201, Charlestown, MA 02129, United States"
Martinex-Alamo (VUP),Roxbury,2125.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,
Mary Colbert Apartments,Charlestown,2129.0,30,30,0,0.0,0.0,0.0,30,30,0.0,Rental,Private,Y,Y,"20 Devens St, Charlestown, MA 02129, United States"
Mason Place,Downtown,2111.0,128,128,0,0.0,0.0,0.0,128,128,0.0,Rental,Private,Y,Y,"Mason St, Boston, MA 02111, United States"
Mass Pike Towers,Chinatown,2116.0,200,200,0,0.0,0.0,0.0,200,200,0.0,Rental,Private,,Y,"336B Tremont St, Boston, MA 02116, United States"
Mattapan Apartments,Dorchester,2122.0,183,183,0,0.0,0.0,0.0,183,183,0.0,Rental,Private,,Y,"725-735 Adams St, Boston, MA 02122, United States"
Mattapan Center for Life,Mattapan,2126.0,45,45,0,0.0,0.0,0.0,45,45,0.0,Rental,Private,Y,,"555 River St, Mattapan, MA 02126, United States"
Mattapan Heights I AKA: The Foley,Mattapan,2126.0,176,176,0,24.0,24.0,0.0,152,152,0.0,Rental,Private,Y,,"229A River St, Mattapan, MA 02126, United States"
Mattapan Heights II,Mattapan,2126.0,83,83,0,0.0,0.0,0.0,83,83,0.0,Rental,Private,,,"229A River St, Mattapan, MA 02126, United States"
Mattapan Heights III & IV,Mattapan,2126.0,73,73,0,0.0,0.0,0.0,73,73,0.0,Rental,Private,,,"229A River St, Mattapan, MA 02126, United States"
MAVERICK GARDENS I,East Boston,2128.0,150,150,0,0.0,0.0,0.0,150,150,0.0,Rental,Private,,,"31 Liverpool St, East Boston, MA 02128, United States"
Maverick Landing (2-8),East Boston,2128.0,396,396,0,91.0,91.0,0.0,305,305,0.0,Rental,Private,,,"31 Liverpool St, East Boston, MA 02128, United States"
McCrohon House - HEARTH (SPO),Jamaica Plain,2130.0,16,16,0,1.0,1.0,0.0,15,15,0.0,Rental,Private,,,
Mei Wah Village,Chinatown,2111.0,41,41,0,0.0,0.0,0.0,41,41,0.0,Rental,Private,Y,,"10 Maple Pl, Boston, MA 02111, United States"
Mendes (VUP),Dorchester,2125.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,
Meranda (VUP),Dorchester,2121.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,
Mercantile Building,North End,2109.0,122,122,0,74.0,74.0,0.0,48,48,0.0,Rental,Private,,Y,"111 Atlantic Ave, Boston, MA 02110, United States"
Meridian House,East Boston,2128.0,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,,,"408 Meridian St, East Boston, MA 02128, United States"
Meridian St,East Boston,2128.0,5,0,5,0.0,0.0,0.0,5,0,5.0,Ownership,Private,,,"Meridian St, Boston, MA 02128, USA"
Methunion Manor Coop,South End,2116.0,149,149,0,0.0,0.0,0.0,149,149,0.0,Rental,Private,,Y,"405 Columbus Ave #101, Boston, MA 02116, United States"
Mezzo Design Lofts,Charlestown,2129.0,146,0,146,131.0,0.0,131.0,15,0,15.0,Ownership,Private,,,"30 Caldwell St, Charlestown, MA 02129, United States"
MHPI Community Apartments,Mission Hill,2120.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"43 Smith St, Boston, MA 02120, United States"
MHPI II,Jamaica Plain,2130.0,11,11,0,0.0,0.0,0.0,11,11,0.0,Rental,Private,,,
MHPI III,Jamaica Plain,2130.0,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,,,
MHPI IV-A,Jamaica Plain,2130.0,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,Y,
MHPI IV-B,Roxbury,2119.0,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,Y,
MHPI IV-C,Dorchester,2124.0,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,,,
MHPI V,Dorchester,2121.0,16,16,0,0.0,0.0,0.0,16,16,0.0,Rental,Private,,,
MHPI VI,Dorchester,2125.0,15,15,0,0.0,0.0,0.0,15,15,0.0,Rental,Private,,,
Midway Phase I,South Boston Waterfront,2127.0,44,0,44,38.0,0.0,38.0,6,0,6.0,Ownership,Private,,,"15 Channel Center St, Boston, MA 02210, United States"
Midway Studios,South Boston Waterfront,2127.0,89,89,0,53.0,53.0,0.0,36,36,0.0,Rental,Private,,,"15 Channel Center St, Boston, MA 02210, United States"
Miller (VUP),Dorchester,2122.0,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,,"114 Whitwell St 2nd Floor, Quincy, MA 02169, United States"
Ming's Restaurant,South End,2118.0,38,38,0,37.0,37.0,0.0,1,1,0.0,Rental,Private,,,"117 E Berkeley St, Boston, MA 02118, United States"
Minot Hall Condominium,South End,2118.0,45,0,45,42.0,0.0,42.0,3,0,3.0,Ownership,Private,,,"15 Park Dr, Boston, MA 02215, United States"
Mishawum Assisted Living,Charlestown,2129.0,66,66,0,33.0,33.0,0.0,33,33,0.0,Rental,Private,Y,Y,"197 8th St #900, Charlestown, MA 02129, United States"
Mishawum Park,Charlestown,2129.0,337,337,0,0.0,0.0,0.0,337,337,0.0,Rental,Private,,Y,"338 Main St, Boston, MA 02129, United States"
Mission Hill Flats,Mission Hill,2120.0,40,40,0,35.0,35.0,0.0,5,5,0.0,Rental,Private,,,"1457 Tremont St, Boston, MA 02120, United States"
Mission Hill Phase I - HOME AGAIN,Mission Hill,2120.0,22,6,16,0.0,0.0,0.0,22,6,16.0,Ownership/Rental,Private,,,"1620 Tremont St #2nd, Boston, MA 02120, United States"
Mission Hill Phase II,Mission Hill,2130.0,34,34,0,0.0,0.0,0.0,34,34,0.0,Rental,Private,,,"Boston, MA 02120, United States"
Mission Hill Scattered Sites,Mission Hill,2120.0,21,0,21,16.0,0.0,16.0,5,0,5.0,Ownership,Private,,,"1620 Tremont St #2nd, Boston, MA 02120, United States"
Mission Hill-Phase III - Home Again,Mission Hill,2120.0,24,6,18,0.0,0.0,0.0,24,6,18.0,Ownership/Rental,Private,,,"1620 Tremont St #2nd, Boston, MA 02120, United States"
Mission Main Phase I,Mission Hill,2120.0,310,310,0,51.0,51.0,0.0,259,259,0.0,Rental,Private,,,"43 Smith St, Boston, MA 02120, United States"
Mission Main Phase II,Mission Hill,2120.0,139,139,0,25.0,25.0,0.0,114,114,0.0,Rental,Private,,,"43 Smith St, Boston, MA 02120, United States"
Mission Main Phase III,Mission Hill,2120.0,86,86,0,14.0,14.0,0.0,72,72,0.0,Rental,Private,,,"43 Smith St, Boston, MA 02120, United States"
Mission Park,Mission Hill,2115.0,775,775,0,0.0,0.0,0.0,775,775,0.0,Rental,Private,Y,Y,"835 Huntington Ave, Boston, MA 02115, United States"
MLK/Washington Commons,Roxbury,2119.0,49,0,49,21.0,0.0,21.0,28,0,28.0,Ownership,Private,,,"285 M.L.K. Jr Blvd, Boston, MA 02119, United States"
Monsignor Lyons Condo II,South Boston,2127.0,6,0,6,0.0,0.0,0.0,6,0,6.0,Ownership,Private,,,"345 D St, Boston, MA 02127, United States"
Monsignor Lyons II- HOME AGAIN,South Boston,2127.0,6,0,6,0.0,0.0,0.0,6,0,6.0,Ownership,Private,,,
Monsignor Lyons Townhouses,South Boston,2127.0,10,0,10,0.0,0.0,0.0,10,0,10.0,Ownership,Private,,,
Montebello Rd Coop,Jamaica Plain,2130.0,7,7,0,0.0,0.0,0.0,7,7,0.0,Cooperative,Private,,,"111 Perkins St, Boston, MA 02130, United States"
Moore (VUP),Mattapan,2126.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"272 Itasca St, Boston, MA 02126, United States"
Moreland St Apts,Roxbury,2119.0,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,,,"13 Shetland St, Boston, MA 02119, United States"
Morton Apts,Dorchester,2124.0,24,24,0,0.0,0.0,0.0,24,24,0.0,Rental,Private,,Y,"65 Morton Village Dr, Boston, MA 02126, United States"
Morton Village Apts (AOP),Mattapan,2126.0,207,207,0,0.0,0.0,0.0,207,207,0.0,Rental,Private,,,"65 Morton Village Dr, Boston, MA 02126, United States"
Morville House,Fenway,2115.0,147,147,0,0.0,0.0,0.0,147,147,0.0,Rental,Private,Y,Y,"100 Norway St, Boston, MA 02115, United States"
Mount Vernon St Housing Project (Phase 1),Dorchester,2125.0,205,205,0,183.0,183.0,0.0,22,22,0.0,Rental,Private,,,"401 Mt Vernon St, Boston, MA 02125, United States"
Mr. Lee's Lodge,Roxbury,2119.0,17,17,0,1.0,1.0,0.0,16,16,0.0,Rental,Private,,,"230 Lee Burbank Hwy, Revere, MA 02151, United States"
Msgr. Powers/L St. (667-3),South Boston,2127.0,68,68,0,0.0,0.0,0.0,68,68,0.0,Rental,Public,Y,,
Mt Pleasant Apts,Roxbury,2119.0,98,98,0,0.0,0.0,0.0,98,98,0.0,Rental,Private,,Y,"70 Perkins St, Somerville, MA 02145, United States"
Mt Pleasant Home Inc.,Jamaica Plain,2199.0,60,60,0,22.0,22.0,0.0,38,38,0.0,Rental,Private,,,"301 S Huntington Ave, Jamaica Plain, MA 02130, United States"
Mt. Bowdoin/Erie Ellington - HOME AGAIN,Dorchester,2121.0,16,6,10,0.0,0.0,0.0,16,6,10.0,Ownership/Rental,Private,,,"31 Erie St, Boston, MA 02121, United States"
Munevar (VUP),Jamaica Plain,2130.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,
Mystic Studios,South End,2118.0,32,32,0,26.0,26.0,0.0,6,6,0.0,Rental,Private,,,"36 Traveler St Unit 1, Boston, MA 02118, United States"
Nashua St Residences at the Fleet Center,West End,2114.0,503,503,0,473.0,473.0,0.0,30,30,0.0,Rental,Private,,,"1 Nashua St, Boston, MA 02114, United States"
Nate Smith House,Jamaica Plain,2130.0,44,44,0,0.0,0.0,0.0,44,44,0.0,Rental,Private,Y,,"155 Lamartine St, Jamaica Plain, MA 02130, United States"
Nazing Court,Roxbury,2121.0,151,151,0,0.0,0.0,0.0,151,151,0.0,Rental,Private,,,"232 Seaver St, Boston, MA 02121, United States"
NEBH Redevelopment,Mission Hill,2120.0,75,75,0,60.0,60.0,0.0,15,15,0.0,Rental,Private,Y,,"125 Parker Hill Ave, Boston, MA 02120, United States"
NEMA Boston,South Boston Waterfront,2127.0,414,414,0,360.0,360.0,0.0,54,54,0.0,Rental,Private,,,"399 Congress St, Boston, MA 02210, United States"
Neponset Fields - Elderly Housing (202),Hyde Park,2136.0,31,31,0,1.0,1.0,0.0,30,30,0.0,Rental,Private,Y,,"29 Neponset Field Ln, Hyde Park, MA 02136, United States"
New England Heritage Homes 1,Dorchester,2124.0,16,0,16,0.0,0.0,0.0,16,0,16.0,Ownership,Private,,,"24 Oakton Ave, Dorchester, MA 02122, United States"
New England Heritage Homes 2,Dorchester,2124.0,16,0,16,0.0,0.0,0.0,16,0,16.0,Ownership,Private,,,"24 Oakton Ave, Dorchester, MA 02122, United States"
New England Heritage Homes 3,Dorchester,2124.0,16,0,16,0.0,0.0,0.0,16,0,16.0,Ownership,Private,,,"24 Oakton Ave, Dorchester, MA 02122, United States"
New England Heritage Homes 4,Dorchester,2124.0,16,0,16,0.0,0.0,0.0,16,0,16.0,Ownership,Private,,,"24 Oakton Ave, Dorchester, MA 02122, United States"
New England Heritage Homes 5,Dorchester,2124.0,16,0,16,0.0,0.0,0.0,16,0,16.0,Ownership,Private,,,"142 Middle St, Lowell, MA 01852, United States"
New England Heritage Homes 6,Dorchester,2124.0,16,0,16,0.0,0.0,0.0,16,0,16.0,Ownership,Private,,,
New England Heritage Homes 7,Dorchester,2124.0,16,0,16,0.0,0.0,0.0,16,0,16.0,Ownership,Private,,,"24 Oakton Ave, Dorchester, MA 02122, United States"
New Port Antonio Apts,Roxbury,2119.0,227,227,0,0.0,0.0,0.0,227,227,0.0,Rental,Private,,Y,"530 Warren St, Boston, MA 02121, United States"
Newcastle/Saranac,Roxbury,2127.0,97,97,0,48.0,48.0,0.0,49,49,0.0,Rental,Private,,Y,"Newcastle Ct, Boston, MA 02118, USA"
Nor-al,Dorchester,2124.0,57,57,0,0.0,0.0,0.0,57,57,0.0,Rental,Private,,Y,"339 Talbot Ave, Boston, MA 02124, United States"
Norfield,Dorchester,2121.0,45,45,0,0.0,0.0,0.0,45,45,0.0,Rental,Private,,Y,"2 Atlantic Ave #2, Boston, MA 02110, United States"
Norflett (VUP),Dorchester,2121.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,
Norfolk Street Transitional,Mattapan,2126.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"Norfolk St, Boston, MA 02126, USA"
North Suffolk Group Home,East Boston,2128.0,28,28,0,0.0,0.0,0.0,28,28,0.0,Rental,Private,,,"14 Porter St, East Boston, MA 02128, United States"
North Suffolk Group Home 2,Hyde Park,2136.0,28,28,0,0.0,0.0,0.0,28,28,0.0,Rental,Private,,,"269 Washington Ave, Chelsea, MA 02150, United States"
Northampton Street,Roxbury,2118.0,32,0,32,26.0,0.0,26.0,6,0,6.0,Ownership,Private,,,"Northampton St, Boston, MA 02118, USA"
Northampton Tower,Roxbury,2118.0,347,347,0,86.0,86.0,0.0,261,261,0.0,Rental,Private,,,"35 Northampton St, Boston, MA 02118, United States"
Northampton/Mass. Ave,Roxbury,2118.0,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,,,"1-31 Northampton St, Boston, MA 02118, United States"
Norway Housing,Fenway,2115.0,136,136,0,0.0,0.0,0.0,136,136,0.0,Rental,Private,Y,Y,"30 Hemenway St, Boston, MA 02115, United States"
Norwell Whitfield (HOME AGAIN),Dorchester,2124.0,20,2,18,0.0,0.0,0.0,20,2,18.0,Ownership/Rental,Private,,,"Norwell St, DORCHESTR CTR, MA 02124, USA"
Nu Life Development,Dorchester,2121.0,16,0,16,0.0,0.0,0.0,16,0,16.0,Ownership,Private,,,
OAK ROW,West Roxbury,2132.0,80,80,0,70.0,70.0,0.0,10,10,0.0,Rental,Private,,,"1235 VFW Pkwy, West Roxbury, MA 02132, United States"
Oak Terrace,Chinatown,2111.0,88,88,0,0.0,0.0,0.0,88,88,0.0,Rental,Private,Y,Y,"Oak St, Boston, MA 02111, USA"
O'Connor Way [Pier 4/Phase III Offsite Affordables],South Boston,2127.0,47,47,0,1.0,1.0,0.0,46,46,0.0,Rental,Private,Y,,"O'Connor Way, Boston, MA 02127, USA"
Off Centre Lofts,Jamaica Plain,2130.0,21,21,0,19.0,19.0,0.0,2,2,0.0,Rental,Private,,,"270 Centre St, Jamaica Plain, MA 02130, United States"
Old Colony (2-24),South Boston,2127.0,873,873,0,0.0,0.0,0.0,873,873,0.0,Rental,Public,,,"224 Old Colony Ave, Boston, MA 02127, USA"
Old Colony Square,South Boston,2127.0,24,0,24,21.0,0.0,21.0,3,0,3.0,Ownership,Private,,,"Old Colony Ave, Boston, MA 02127, USA"
Oliveira (VUP),Dorchester,2125.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"55 Fruit St # 410, Boston, MA 02114, United States"
Olmstead Green Phase 2,Mattapan,2124.0,50,50,0,0.0,0.0,0.0,50,50,0.0,Rental,Private,,,"Hummingbird Ln, Boston, MA 02126, United States"
Olmstead Green Phase I Rental,Mattapan,2124.0,51,51,0,0.0,0.0,0.0,51,51,0.0,Rental,Private,,,"Hummingbird Ln, Boston, MA 02126, United States"
Olmsted Green - Mixed Income Rental,Mattapan,2124.0,100,100,0,60.0,60.0,0.0,40,40,0.0,Rental,Private,,,"Hummingbird Ln, Boston, MA 02126, United States"
Olmsted Green Phase 4,Mattapan,2124.0,47,47,0,0.0,0.0,0.0,47,47,0.0,Rental,Private,,,"Hummingbird Ln, Boston, MA 02126, United States"
Olmsted Green Rental Housing Phase 3,Mattapan,2124.0,50,50,0,0.0,0.0,0.0,50,50,0.0,Rental,Private,,,"Hummingbird Ln, Boston, MA 02126, United States"
Olmsted Place,Jamaica Plain,2115.0,196,196,0,159.0,159.0,0.0,37,37,0.0,Rental,Private,,,"Olmsted Rd, Brookline, MA 02445, USA"
On Luck Housing,Chinatown,2111.0,75,75,0,1.0,1.0,0.0,74,74,0.0,Rental,Private,Y,Y,"15 Essex St, Boston, MA 02111, United States"
One Canal,West End,2114.0,310,310,0,290.0,290.0,0.0,20,20,0.0,Rental,Private,,,"1 Canal St, Boston, MA 02114, United States"
One Garden Condominium,Beacon Hill,2114.0,12,0,12,11.0,0.0,11.0,1,0,1.0,Ownership,Private,,,"1 Charles St S, Boston, MA 02116, United States"
One Greenway (Parcel 24 North/Affordable),Chinatown,2111.0,312,312,0,217.0,217.0,0.0,95,95,0.0,Rental,Private,,Y,"99 Kneeland St, Boston, MA 02111, United States"
One Lenox (SPO),Roxbury,2118.0,26,26,0,1.0,0.0,1.0,25,25,0.0,Rental,Private,,,
One Lincoln Plaza,Leather District,2111.0,85,0,85,74.0,0.0,74.0,11,0,11.0,Ownership,Private,,,"10 Lincoln St, Boston, MA 02111, United States"
One Newcomb Place,Roxbury,2118.0,23,23,0,20.0,20.0,0.0,3,3,0.0,Rental,Private,,,"1 Newcomb St, Boston, MA 02118, United States"
Orchard Gardens,Roxbury,2119.0,331,331,0,49.0,49.0,0.0,282,282,0.0,Rental,Public,,,"906 Albany St, Boston, MA 02119, United States"
Orchard Park (Off-Site Phase I),Roxbury,2119.0,78,78,0,14.0,14.0,0.0,64,64,0.0,Rental,Private,,,"906 Albany St, Boston, MA 02119, United States"
Orient Heights (200-8),East Boston,2128.0,331,331,0,0.0,0.0,0.0,331,331,0.0,Rental,Public,,,"District of Freedom#8573311~!#, Boston, MA 02128, United States"
Otis Field Estates,Roxbury,2121.0,10,0,10,0.0,0.0,0.0,10,0,10.0,Ownership,Private,,,
Owens (VUP),Dorchester,2121.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,
Oxford Ping On,Chinatown,2111.0,67,67,0,1.0,1.0,0.0,66,66,0.0,Rental,Private,,,"14-14A Oxford St, Boston, MA 02111, United States"
Oxford Place,Chinatown,2111.0,39,39,0,0.0,0.0,0.0,39,39,0.0,Rental,Private,,Y,"Oxford Pl, Boston, MA 02111, USA"
Packard Crossing Phase I,Allston,2134.0,38,38,0,33.0,33.0,0.0,5,5,0.0,Rental,Private,,,"79-83 Gardner St, Boston, MA 02134, United States"
Parcel 24/South Homeownership,Chinatown,2111.0,51,0,51,0.0,0.0,0.0,51,0,51.0,Ownership,Private,,,
Parcel 25 (Phase 1A),Mission Hill,2120.0,40,40,0,0.0,0.0,0.0,40,40,0.0,Rental,Private,,,"Boston, MA 02120, United States"
Parcel 39A,Charlestown,2129.0,54,0,54,43.0,0.0,43.0,11,0,11.0,Ownership,Private,,,
Parcel P-2,Charlestown,2129.0,21,0,21,14.0,0.0,14.0,7,0,7.0,Ownership,Private,,,
Parcel R-8,Roxbury,2118.0,3,0,3,2.0,0.0,2.0,1,0,1.0,Ownership,Private,,,
Parcel U (Phase A & C),Jamaica Plain,2130.0,102,78,24,21.0,0.0,21.0,81,78,3.0,Ownership/Rental,Private,,,
Parcel U (Phase B),Jamaica Plain,2130.0,30,0,30,26.0,0.0,26.0,4,0,4.0,Ownership,Private,,,
Paris Village,East Boston,2128.0,32,32,0,0.0,0.0,0.0,32,32,0.0,Rental,Private,,,"Paris St, Boston, MA 02128, USA"
Park Cinema,Dorchester,2122.0,38,38,0,0.0,0.0,0.0,38,38,0.0,Rental,Private,,Y,"25 District Ave, Dorchester, MA 02125, United States"
Park Congregate,Dorchester,2124.0,18,18,0,0.0,0.0,0.0,18,18,0.0,Rental,Private,Y,,"526 Park St, Dorchester, MA 02124, United States"
Park Gardens,Roxbury,2119.0,38,38,0,0.0,0.0,0.0,38,38,0.0,Rental,Private,,Y,"Leslie Park, Boston, MA 02119, USA"
Park Lane Seaport Apartments (Massport Parcels G & J),South Boston Waterfront,2127.0,465,112,353,447.0,97.0,350.0,18,15,3.0,Ownership,Private,,,
Parker Hill Apts,Mission Hill,2120.0,90,90,0,0.0,0.0,0.0,90,90,0.0,Rental,Private,,,"170 Parker Hill Ave, Boston, MA 02120, United States"
Parkside on Adams,Roslindale,2131.0,43,43,0,37.0,37.0,0.0,6,6,0.0,Rental,Private,,,"4236 Washington St, Boston, MA 02131, United States"
Parkview SRO,Fenway,2115.0,61,61,0,0.0,0.0,0.0,61,61,0.0,Rental,Private,,,
Parmelee Court,Roxbury,2118.0,74,74,0,25.0,25.0,0.0,49,49,0.0,Rental,Private,,,"1782 Washington St, Boston, MA 02118, United States"
Parry (VUP),Roxbury,2121.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,
Pasciucco Apts (2-54),Dorchester,2125.0,92,92,0,0.0,0.0,0.0,92,92,0.0,Rental,Public,Y,,"330 Bowdoin St, Boston, MA 02122, United States"
Pass (VUP),Dorchester,2124.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,
Patricia White (2-71),Brighton,2135.0,225,225,0,0.0,0.0,0.0,225,225,0.0,Rental,Public,Y,,
Patrick (VUP),Mattapan,2126.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,
PBX Residences,Chinatown,2111.0,46,46,0,39.0,39.0,0.0,7,7,0.0,Rental,Private,,,
Peabody Building,Dorchester,2124.0,18,18,0,7.0,7.0,0.0,11,11,0.0,Rental,Private,,,"195-197 Ashmont St, Boston, MA 02124, United States"
Peabody Square/Englewood (2-83),Dorchester,2124.0,103,103,0,0.0,0.0,0.0,103,103,0.0,Rental,Public,Y,,
Penniman on the Park,Allston,2134.0,36,0,36,30.0,0.0,30.0,6,0,6.0,Ownership,Private,,,"25 Penniman Rd, Boston, MA 02134, United States"
Penny Savings,South End,2118.0,23,0,23,21.0,0.0,21.0,2,0,2.0,Ownership,Private,,,"30 Un Park St, Boston, MA 02118, United States"
Pereira (VUP),Dorchester,2125.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,
Perkins (VUP),Mattapan,2126.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"1284 Blue Hill Avenue, Mattapan, MA 02126, United States"
Peterborough Housing,Fenway,2215.0,220,220,0,0.0,0.0,0.0,220,220,0.0,Rental,Private,,Y,"78 Peterborough St # 11, Boston, MA 02215, United States"
Peters (VUP),Dorchester,2121.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"311 Bowdoin St, Boston, MA 02122, United States"
Phillips Brooks School,Dorchester,2121.0,56,56,0,0.0,0.0,0.0,56,56,0.0,Rental,Private,,,"1 Harvard Yard, Cambridge, MA 02138, United States"
Pickle Factory (Oliver Lofts),Mission Hill,2120.0,62,62,0,19.0,19.0,0.0,43,43,0.0,Rental,Private,,,"Roxbury Crossing,, 166 Terrace St, Roxbury Crossing, MA 02120, United States"
Pine Street Harrison (SPO),South End,2118.0,11,11,0,0.0,0.0,0.0,11,11,0.0,Rental,Private,,,"444 Harrison Ave, Boston, MA 02118, United States"
Pine Street Inn (689-1),South End,2118.0,150,150,0,0.0,0.0,0.0,150,150,0.0,Rental,Public,,,"444 Harrison Ave, Boston, MA 02118, United States"
Pine Street Park Dr (SPO),Fenway,2215.0,22,22,0,0.0,0.0,0.0,22,22,0.0,Rental,Private,,,"Pine St, Dedham, MA 02026, USA"
Pinnock (VUP),Mattapan,2126.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,
Pond View Apartments,Jamaica Plain,2130.0,60,60,0,4.0,4.0,0.0,56,56,0.0,Rental,Private,,Y,"564 Centre St, Jamaica Plain, MA 02130, United States"
Port 45,South Boston,2127.0,104,0,104,91.0,0.0,91.0,13,0,13.0,Ownership,Private,,,"45 W 3rd St, Boston, MA 02127, United States"
Portis Family House,Jamaica Plain,2115.0,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,,"226 S Huntington Ave, Jamaica Plain, MA 02130, United States"
Powell (VUP),Roxbury,2121.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,
Prang Estates,Roxbury,2119.0,33,33,0,0.0,0.0,0.0,33,33,0.0,Rental,Private,,,"Louis Prang St, Boston, MA 02115, United States"
Project Family Independence,Roxbury,2119.0,15,15,0,0.0,0.0,0.0,15,15,0.0,Rental,Private,,,"11 Mt Pleasant Ave # 103, Roxbury, MA 02119, United States"
Putnam Place,Roxbury,2121.0,9,1,8,2.0,0.0,2.0,7,1,6.0,Ownership/Rental,Private,,,"Putnam Pl, Boston, MA 02119, USA"
Quincy Commons,Roxbury,2119.0,40,40,0,0.0,0.0,0.0,40,40,0.0,Rental,Private,Y,,"1 Canton Rd #15, Quincy, MA 02171, United States"
Quincy Heights,Dorchester,2121.0,129,129,0,0.0,0.0,0.0,129,129,0.0,Rental,Private,,Y,"Quincy St, Boston, MA 02121, USA"
Quincy Tower,Chinatown,2116.0,161,161,0,0.0,0.0,0.0,161,161,0.0,Rental,Private,Y,,"5 Oak St W, Boston, MA 02116, United States"
RAP-UP I,Roxbury,2119.0,33,33,0,0.0,0.0,0.0,33,33,0.0,Rental,Private,,Y,"31 Marcella St, Boston, MA 02119, United States"
RAP-UP II B,Roxbury,2119.0,51,51,0,0.0,0.0,0.0,51,51,0.0,Rental,Private,,Y,
Raven-Ramsey-Folsom,Dorchester,2125.0,7,4,3,1.0,0.0,1.0,6,3,3.0,Ownership/Rental,Private,,,
